Group,Path,Label,Height
train,../Data/Baghiat/1/++/40_1.25.npy,True,40
train,../Data/Rasoul/1/clinical/82_7.50.npy,True,128
train,../Data/Kerman/2/abn/169_1.20.npy,True,56
test,../Data/Rasoul/1/clinical/497_2.00.npy,True,169
train,../Data/Baghiat/1/++/93_5.00.npy,True,134
val,../Data/Baghiat/1/++/111_5.00.npy,True,42
train,../Data/Rasoul/1/clinical/423_7.00.npy,True,37
val,../Data/Rasoul/1/new_data_pcr+/22_7.50.npy,True,109
val,../Data/Kerman/2/abn/136_3.00.npy,True,199
train,../Data/Rasoul/1/clinical/165_7.50.npy,True,35
train,../Data/Rasoul/1/clinical/48_7.50.npy,True,41
train,../Data/Rasoul/1/clinical/540_2.00.npy,True,112
val,../Data/Rasoul/1/clinical/383_5.00.npy,True,71
train,../Data/TRC/0/190_5.00.npy,False,28
train,../Data/Rasoul/1/clinical/192_7.50.npy,True,82
test,../Data/Rasoul/1/new_data_pcr+/139_2.00.npy,True,69
test,../Data/Rasoul/1/clinical/603_2.00.npy,True,37
train,../Data/TRC/0/318_5.00.npy,False,134
train,../Data/Qazvin/2/41_5.00.npy,True,64
test,../Data/Rasoul/1/clinical/148_2.00.npy,True,37
train,../Data/Kerman/0/bahonar/47_5.00.npy,False,242
train,../Data/Rasoul/1/clinical/411_2.00.npy,True,36
train,../Data/Baghiat/1/++/53_1.25.npy,True,31
train,../Data/Kerman/0/afzali/35_3.00.npy,False,49
train,../Data/Kerman/0/afzali/89_3.00.npy,False,57
train,../Data/Kerman/0/afzali/96_3.00.npy,False,158
train,../Data/Kerman/0/bahonar/58_1.50.npy,False,193
train,../Data/Rasoul/1/new_data_pcr+/108_2.00.npy,True,34
train,../Data/Rasoul/1/clinical/104_7.50.npy,True,120
train,../Data/Kerman/0/afzali/63_3.00.npy,False,48
test,../Data/Rasoul/1/clinical/40_7.00.npy,True,42
train,../Data/Kerman/2/abn/22_3.00.npy,True,70
train,../Data/Rasoul/1/clinical/271_7.50.npy,True,34
train,../Data/Rasoul/1/new_data_pcr+/32_7.00.npy,True,4
train,../Data/Rasoul/1/clinical/101_2.00.npy,True,36
train,../Data/Kerman/2/abn/44_3.00.npy,True,199
val,../Data/TRC/0/275_5.00.npy,False,65
train,../Data/Rasoul/1/clinical/53_7.00.npy,True,36
train,../Data/Rasoul/1/clinical/62_2.00.npy,True,44
train,../Data/Kerman/0/afzali/76_2.00.npy,False,56
test,../Data/Kerman/0/bahonar/54_1.50.npy,False,113
test,../Data/Kerman/0/afzali/84_3.00.npy,False,216
test,../Data/Baghiat/1/++/25_2.50.npy,True,130
train,../Data/Kerman/0/afzali/92_3.00.npy,False,56
train,../Data/Qazvin/2/217_5.00.npy,True,180
train,../Data/TRC/0/206_1.25.npy,False,61
train,../Data/Rasoul/1/new_data_pcr+/137_2.00.npy,True,123
train,../Data/Rasoul/1/clinical/533_2.00.npy,True,33
train,../Data/Rasoul/1/new_data_pcr+/87_2.00.npy,True,101
train,../Data/Rasoul/1/clinical/33_2.00.npy,True,28
val,../Data/Kerman/0/bahonar/9_1.50.npy,False,131
train,../Data/Rasoul/1/clinical/600_2.00.npy,True,36
train,../Data/TRC/0/178_5.00.npy,False,333
train,../Data/Rasoul/1/clinical/163_7.50.npy,True,152
test,../Data/Rasoul/1/clinical/230_7.50.npy,True,51
train,../Data/TRC/0/4_5.00.npy,False,45
train,../Data/TRC/0/172_1.25.npy,False,61
train,../Data/TRC/0/43_1.25.npy,False,253
train,../Data/Kerman/2/abn/35_3.00.npy,True,182
test,../Data/Rasoul/1/new_data_pcr+/72_7.50.npy,True,53
train,../Data/Rasoul/1/clinical/326_7.00.npy,True,151
test,../Data/Rasoul/1/clinical/114_2.00.npy,True,148
train,../Data/Kerman/2/abn/56_3.00.npy,True,196
train,../Data/Rasoul/1/clinical/7_2.00.npy,True,33
train,../Data/Qazvin/2/22_5.00.npy,True,53
train,../Data/Qazvin/2/1_5.00.npy,True,73
train,../Data/Rasoul/1/clinical/43_7.50.npy,True,128
train,../Data/Kerman/2/abn/232_3.00.npy,True,54
train,../Data/Kerman/0/afzali/15_3.00.npy,False,56
train,../Data/Kerman/2/abn/223_3.00.npy,True,199
train,../Data/Rasoul/1/clinical/206_7.50.npy,True,11
train,../Data/Rasoul/1/clinical/509_3.00.npy,True,26
test,../Data/Rasoul/1/clinical/369_7.00.npy,True,42
train,../Data/Rasoul/1/clinical/12_2.00.npy,True,113
train,../Data/Kerman/2/abn/251_3.00.npy,True,33
train,../Data/Baghiat/1/++/102_5.00.npy,True,32
train,../Data/Kerman/0/bahonar/87_5.00.npy,False,63
val,../Data/Kerman/2/abn/93_3.00.npy,True,210
train,../Data/Rasoul/1/new_data_pcr+/122_2.00.npy,True,105
train,../Data/Qazvin/2/175_2.00.npy,True,139
train,../Data/Kerman/0/afzali/32_3.00.npy,False,68
train,../Data/Rasoul/1/clinical/130_7.50.npy,True,137
train,../Data/TRC/0/200_2.50.npy,False,150
train,../Data/TRC/0/379_1.25.npy,False,59
val,../Data/Rasoul/1/clinical/34_7.50.npy,True,34
train,../Data/Rasoul/1/clinical/602_2.00.npy,True,54
train,../Data/Kerman/0/bahonar/75_1.50.npy,False,23
train,../Data/Rasoul/1/clinical/521_2.00.npy,True,34
train,../Data/Kerman/2/abn/155_3.00.npy,True,211
train,../Data/TRC/0/134_5.00.npy,False,131
train,../Data/Rasoul/1/clinical/481_7.00.npy,True,146
train,../Data/Rasoul/1/clinical/419_2.00.npy,True,146
train,../Data/Qazvin/2/29_5.00.npy,True,53
train,../Data/Kerman/0/afzali/95_3.00.npy,False,131
train,../Data/Rasoul/1/clinical/260_2.00.npy,True,158
test,../Data/TRC/0/213_2.50.npy,False,131
test,../Data/Rasoul/1/clinical/145_7.00.npy,True,20
train,../Data/Rasoul/1/clinical/200_7.50.npy,True,32
train,../Data/Baghiat/1/++/83_5.00.npy,True,103
train,../Data/Kerman/0/afzali/70_3.00.npy,False,123
train,../Data/Kerman/0/bahonar/21_5.00.npy,False,131
train,../Data/Rasoul/1/new_data_pcr+/10_2.00.npy,True,130
train,../Data/Qazvin/2/278_5.00.npy,True,49
test,../Data/Kerman/2/abn/278_3.00.npy,True,206
train,../Data/TRC/0/133_2.50.npy,False,74
train,../Data/Rasoul/1/new_data_pcr+/110_2.00.npy,True,130
train,../Data/TRC/0/312_2.50.npy,False,131
test,../Data/Qazvin/2/224_5.00.npy,True,57
train,../Data/Rasoul/1/clinical/63_7.00.npy,True,132
train,../Data/TRC/0/23_5.00.npy,False,235
test,../Data/Kerman/0/afzali/64_3.00.npy,False,131
train,../Data/Rasoul/1/clinical/392_2.00.npy,True,134
test,../Data/Rasoul/1/clinical/422_2.00.npy,True,20
val,../Data/Qazvin/2/255_5.00.npy,True,212
train,../Data/TRC/0/89_1.25.npy,False,93
train,../Data/Qazvin/2/103_5.00.npy,True,173
val,../Data/Kerman/2/abn/5_3.00.npy,True,164
train,../Data/TRC/0/406_2.50.npy,False,125
train,../Data/TRC/0/25_5.00.npy,False,294
test,../Data/Rasoul/1/new_data_pcr+/107_2.00.npy,True,36
train,../Data/Rasoul/1/clinical/292_7.50.npy,True,130
train,../Data/Qazvin/2/44_5.00.npy,True,58
train,../Data/Rasoul/1/new_data_pcr+/5_7.50.npy,True,113
train,../Data/Qazvin/2/155_5.00.npy,True,239
val,../Data/Kerman/0/bahonar/84_5.00.npy,False,175
val,../Data/Rasoul/1/clinical/607_2.00.npy,True,59
test,../Data/Rasoul/1/clinical/353_7.50.npy,True,116
train,../Data/Rasoul/1/new_data_pcr+/1_2.00.npy,True,106
train,../Data/Rasoul/1/clinical/239_7.50.npy,True,42
train,../Data/TRC/0/230_2.50.npy,False,131
train,../Data/Kerman/2/abn/118_3.00.npy,True,217
train,../Data/Kerman/0/bahonar/88_5.00.npy,False,61
train,../Data/Kerman/2/abn/266_3.00.npy,True,214
train,../Data/Qazvin/2/218_5.00.npy,True,67
val,../Data/Rasoul/1/clinical/518_2.00.npy,True,140
test,../Data/Rasoul/1/clinical/546_2.00.npy,True,39
train,../Data/Baghiat/1/++/64_2.50.npy,True,134
train,../Data/TRC/0/108_2.50.npy,False,132
test,../Data/Rasoul/1/clinical/18_7.50.npy,True,109
train,../Data/Kerman/0/afzali/87_1.00.npy,False,56
val,../Data/Rasoul/1/clinical/446_2.00.npy,True,29
train,../Data/TRC/0/247_5.00.npy,False,131
train,../Data/Kerman/2/abn/1_3.00.npy,True,202
test,../Data/Qazvin/2/85_5.00.npy,True,199
train,../Data/Rasoul/1/new_data_pcr+/106_2.00.npy,True,137
train,../Data/Rasoul/1/new_data_pcr+/90_2.00.npy,True,110
train,../Data/TRC/0/117_1.25.npy,False,65
test,../Data/TRC/0/263_2.50.npy,False,118
test,../Data/Kerman/2/abn/24_3.00.npy,True,225
train,../Data/Qazvin/2/197_5.00.npy,True,56
val,../Data/Rasoul/1/clinical/318_7.50.npy,True,116
test,../Data/Qazvin/2/40_5.00.npy,True,235
train,../Data/Rasoul/1/clinical/308_2.00.npy,True,34
train,../Data/Kerman/2/abn/229_3.00.npy,True,167
train,../Data/Rasoul/1/new_data_pcr+/39_7.50.npy,True,131
train,../Data/Kerman/0/afzali/49_3.00.npy,False,62
train,../Data/Rasoul/1/clinical/527_3.00.npy,True,105
test,../Data/TRC/0/110_2.50.npy,False,241
train,../Data/Kerman/2/abn/273_3.00.npy,True,57
train,../Data/Rasoul/1/clinical/529_3.00.npy,True,34
val,../Data/Kerman/2/abn/206_3.00.npy,True,54
train,../Data/Qazvin/2/86_2.00.npy,True,64
train,../Data/Rasoul/1/new_data_pcr+/14_2.00.npy,True,35
train,../Data/Rasoul/1/clinical/54_2.00.npy,True,121
val,../Data/Baghiat/1/++/109_1.25.npy,True,56
train,../Data/Rasoul/1/clinical/618_3.00.npy,True,126
train,../Data/Rasoul/1/clinical/413_4.00.npy,True,59
train,../Data/Kerman/2/abn/242_3.00.npy,True,60
test,../Data/Kerman/0/afzali/98_3.00.npy,False,60
train,../Data/TRC/0/138_5.00.npy,False,241
test,../Data/TRC/0/102_2.50.npy,False,38
train,../Data/TRC/0/255_2.50.npy,False,106
train,../Data/Qazvin/2/188_5.00.npy,True,206
train,../Data/Qazvin/2/149_5.00.npy,True,219
train,../Data/Rasoul/1/clinical/574_2.00.npy,True,36
train,../Data/Rasoul/1/clinical/281_2.00.npy,True,141
train,../Data/TRC/0/378_1.25.npy,False,66
test,../Data/TRC/0/387_10.00.npy,False,53
test,../Data/Rasoul/1/clinical/424_7.00.npy,True,51
train,../Data/Kerman/2/abn/116_3.00.npy,True,199
test,../Data/Baghiat/1/++/38_5.00.npy,True,110
test,../Data/Rasoul/1/clinical/336_7.00.npy,True,151
test,../Data/TRC/0/357_5.00.npy,False,67
train,../Data/Rasoul/1/clinical/458_2.00.npy,True,31
train,../Data/Kerman/2/abn/156_3.00.npy,True,62
test,../Data/Baghiat/1/++/122_5.00.npy,True,154
train,../Data/Qazvin/2/239_24.00.npy,True,67
train,../Data/TRC/0/64_1.25.npy,False,56
train,../Data/Rasoul/1/clinical/22_7.50.npy,True,81
train,../Data/Rasoul/1/clinical/406_2.00.npy,True,117
train,../Data/TRC/0/219_2.50.npy,False,153
train,../Data/Rasoul/1/clinical/87_3.00.npy,True,130
train,../Data/Kerman/0/afzali/11_2.00.npy,False,142
train,../Data/Baghiat/1/++/61_3.75.npy,True,34
train,../Data/Rasoul/1/new_data_pcr+/23_7.50.npy,True,36
test,../Data/Rasoul/1/new_data_pcr+/59_2.00.npy,True,37
train,../Data/Rasoul/1/clinical/181_2.00.npy,True,117
train,../Data/Kerman/2/abn/247_3.00.npy,True,68
train,../Data/Rasoul/1/new_data_pcr+/57_7.50.npy,True,136
train,../Data/TRC/0/2_5.00.npy,False,196
test,../Data/Baghiat/1/++/80_5.00.npy,True,130
train,../Data/TRC/0/321_5.00.npy,False,72
train,../Data/Rasoul/1/clinical/214_2.00.npy,True,109
train,../Data/TRC/0/18_2.50.npy,False,211
test,../Data/Rasoul/1/clinical/611_7.00.npy,True,38
train,../Data/Kerman/0/afzali/1_3.00.npy,False,68
train,../Data/Rasoul/1/clinical/530_2.00.npy,True,123
train,../Data/Rasoul/1/clinical/156_7.50.npy,True,33
train,../Data/Kerman/2/abn/57_3.00.npy,True,148
train,../Data/Qazvin/2/36_5.00.npy,True,67
train,../Data/TRC/0/252_5.00.npy,False,443
test,../Data/Rasoul/1/clinical/283_7.00.npy,True,33
train,../Data/Kerman/2/abn/154_3.00.npy,True,516
train,../Data/Baghiat/1/++/8_1.25.npy,True,137
train,../Data/Rasoul/1/clinical/355_7.00.npy,True,85
train,../Data/Rasoul/1/clinical/356_2.00.npy,True,37
train,../Data/Kerman/0/bahonar/73_5.00.npy,False,58
train,../Data/TRC/0/90_5.00.npy,False,75
train,../Data/Kerman/0/bahonar/119_5.00.npy,False,294
test,../Data/Rasoul/1/clinical/325_7.50.npy,True,136
train,../Data/Rasoul/1/new_data_pcr+/73_7.50.npy,True,38
train,../Data/Kerman/0/afzali/26_3.00.npy,False,131
test,../Data/Kerman/2/abn/182_3.00.npy,True,51
test,../Data/Baghiat/1/++/70_2.50.npy,True,123
train,../Data/Baghiat/1/++/107_1.25.npy,True,117
train,../Data/TRC/0/197_5.00.npy,False,206
val,../Data/Rasoul/1/clinical/316_7.50.npy,True,45
train,../Data/Rasoul/1/clinical/480_5.00.npy,True,39
train,../Data/TRC/0/359_2.50.npy,False,304
train,../Data/Kerman/0/afzali/72_2.00.npy,False,20
train,../Data/Qazvin/2/63_5.00.npy,True,206
train,../Data/Rasoul/1/clinical/523_2.00.npy,True,141
train,../Data/TRC/0/364_2.50.npy,False,131
train,../Data/Kerman/2/abn/230_3.00.npy,True,70
train,../Data/Rasoul/1/clinical/19_2.00.npy,True,135
train,../Data/Rasoul/1/clinical/591_2.00.npy,True,148
val,../Data/TRC/0/259_2.50.npy,False,57
train,../Data/Kerman/0/bahonar/79_1.50.npy,False,60
test,../Data/Baghiat/1/++/48_2.50.npy,True,63
train,../Data/TRC/0/245_5.00.npy,False,53
train,../Data/TRC/0/140_5.00.npy,False,54
val,../Data/Rasoul/1/clinical/345_7.00.npy,True,36
train,../Data/Kerman/2/abn/151_3.00.npy,True,97
test,../Data/Kerman/2/abn/139_3.00.npy,True,190
train,../Data/Kerman/0/bahonar/80_1.50.npy,False,241
val,../Data/Rasoul/1/clinical/182_7.50.npy,True,126
test,../Data/TRC/0/121_2.50.npy,False,197
train,../Data/Qazvin/2/121_5.00.npy,True,60
train,../Data/TRC/0/165_5.00.npy,False,145
train,../Data/TRC/0/66_1.25.npy,False,55
train,../Data/TRC/0/76_5.00.npy,False,62
val,../Data/Rasoul/1/clinical/287_2.00.npy,True,90
train,../Data/Kerman/2/abn/272_3.00.npy,True,54
train,../Data/Baghiat/1/++/65_1.25.npy,True,117
train,../Data/Rasoul/1/clinical/138_7.50.npy,True,93
train,../Data/Rasoul/1/clinical/116_7.50.npy,True,97
train,../Data/Kerman/0/afzali/24_3.00.npy,False,201
train,../Data/Qazvin/2/252_5.00.npy,True,225
train,../Data/Rasoul/1/clinical/295_7.50.npy,True,116
val,../Data/Kerman/0/bahonar/110_5.00.npy,False,268
test,../Data/Kerman/2/abn/135_3.00.npy,True,154
test,../Data/Rasoul/1/new_data_pcr+/123_3.00.npy,True,130
train,../Data/Baghiat/1/++/41_5.00.npy,True,64
test,../Data/Kerman/0/afzali/44_3.00.npy,False,53
train,../Data/TRC/0/434_2.50.npy,False,63
train,../Data/Rasoul/1/clinical/299_7.00.npy,True,51
train,../Data/Qazvin/2/181_5.00.npy,True,83
test,../Data/TRC/0/188_5.00.npy,False,60
train,../Data/Rasoul/1/clinical/2_7.50.npy,True,36
train,../Data/TRC/0/77_5.00.npy,False,196
train,../Data/Baghiat/1/++/77_5.00.npy,True,44
train,../Data/Rasoul/1/clinical/94_2.00.npy,True,39
train,../Data/Qazvin/2/272_5.00.npy,True,57
train,../Data/TRC/0/212_5.00.npy,False,29
train,../Data/Kerman/2/abn/13_3.00.npy,True,65
test,../Data/TRC/0/362_1.25.npy,False,126
train,../Data/Rasoul/1/new_data_pcr+/62_7.50.npy,True,29
train,../Data/Baghiat/1/++/106_2.50.npy,True,141
train,../Data/Kerman/0/bahonar/7_5.00.npy,False,63
train,../Data/Rasoul/1/clinical/333_2.00.npy,True,113
train,../Data/Rasoul/1/clinical/38_2.00.npy,True,71
train,../Data/Kerman/2/abn/279_3.00.npy,True,232
test,../Data/Qazvin/2/6_5.00.npy,True,52
val,../Data/Qazvin/2/14_5.00.npy,True,187
train,../Data/Rasoul/1/clinical/65_2.00.npy,True,119
train,../Data/TRC/0/296_5.00.npy,False,43
test,../Data/Rasoul/1/clinical/437_2.00.npy,True,57
train,../Data/Rasoul/1/clinical/558_2.00.npy,True,151
train,../Data/Kerman/2/abn/237_3.00.npy,True,197
train,../Data/Kerman/0/bahonar/95_1.50.npy,False,66
test,../Data/TRC/0/334_5.00.npy,False,44
train,../Data/Rasoul/1/clinical/71_7.00.npy,True,130
val,../Data/Qazvin/2/256_5.00.npy,True,199
test,../Data/Kerman/2/abn/186_3.00.npy,True,70
train,../Data/Qazvin/2/223_5.00.npy,True,303
train,../Data/Kerman/0/bahonar/32_1.50.npy,False,131
test,../Data/Baghiat/1/++/123_2.50.npy,True,45
test,../Data/Rasoul/1/clinical/376_2.00.npy,True,130
train,../Data/TRC/0/411_2.50.npy,False,227
train,../Data/Kerman/0/afzali/17_3.00.npy,False,56
train,../Data/Rasoul/1/clinical/463_2.00.npy,True,34
train,../Data/TRC/0/287_5.00.npy,False,75
train,../Data/Rasoul/1/clinical/74_2.00.npy,True,44
train,../Data/Baghiat/1/++/90_1.25.npy,True,30
train,../Data/Rasoul/1/clinical/269_7.00.npy,True,116
train,../Data/Kerman/2/abn/219_1.00.npy,True,54
train,../Data/Kerman/0/bahonar/13_1.50.npy,False,118
train,../Data/Baghiat/1/++/34_1.25.npy,True,33
train,../Data/Kerman/2/abn/183_3.00.npy,True,47
train,../Data/Qazvin/2/105_5.00.npy,True,242
train,../Data/Qazvin/2/260_5.00.npy,True,72
test,../Data/TRC/0/365_5.00.npy,False,55
train,../Data/Rasoul/1/clinical/528_2.00.npy,True,116
train,../Data/Rasoul/1/new_data_pcr+/53_7.50.npy,True,38
train,../Data/TRC/0/424_2.50.npy,False,66
train,../Data/Qazvin/2/5_5.00.npy,True,61
test,../Data/Kerman/2/abn/259_3.00.npy,True,53
train,../Data/Kerman/0/afzali/7_3.00.npy,False,146
train,../Data/Baghiat/1/++/17_2.50.npy,True,20
train,../Data/Rasoul/1/clinical/412_2.00.npy,True,92
test,../Data/Qazvin/2/243_5.00.npy,True,54
test,../Data/Qazvin/2/148_5.00.npy,True,104
train,../Data/TRC/0/417_5.00.npy,False,267
train,../Data/TRC/0/317_2.50.npy,False,68
train,../Data/Qazvin/2/215_5.00.npy,True,199
train,../Data/Rasoul/1/clinical/601_7.50.npy,True,148
train,../Data/Rasoul/1/clinical/35_2.00.npy,True,70
train,../Data/TRC/0/131_1.25.npy,False,288
test,../Data/Kerman/2/abn/15_3.00.npy,True,193
train,../Data/Rasoul/1/clinical/210_2.00.npy,True,127
train,../Data/Rasoul/1/clinical/23_2.00.npy,True,139
test,../Data/Rasoul/1/clinical/306_2.00.npy,True,123
train,../Data/Rasoul/1/new_data_pcr+/112_2.00.npy,True,176
test,../Data/Rasoul/1/clinical/272_7.50.npy,True,49
train,../Data/Kerman/2/abn/178_3.00.npy,True,196
val,../Data/Kerman/0/afzali/16_3.00.npy,False,140
train,../Data/Kerman/2/abn/54_3.00.npy,True,50
train,../Data/Kerman/0/bahonar/53_1.50.npy,False,183
test,../Data/Rasoul/1/clinical/118_7.50.npy,True,130
train,../Data/Rasoul/1/new_data_pcr+/81_2.00.npy,True,51
train,../Data/Kerman/0/afzali/27_3.00.npy,False,122
train,../Data/Rasoul/1/new_data_pcr+/124_3.00.npy,True,45
train,../Data/Rasoul/1/clinical/433_2.00.npy,True,37
train,../Data/TRC/0/250_5.00.npy,False,111
train,../Data/TRC/0/42_2.50.npy,False,23
test,../Data/Rasoul/1/clinical/61_7.00.npy,True,135
test,../Data/TRC/0/234_2.50.npy,False,49
test,../Data/Rasoul/1/new_data_pcr+/21_7.50.npy,True,32
train,../Data/Rasoul/1/clinical/450_2.00.npy,True,121
train,../Data/Kerman/0/bahonar/44_5.00.npy,False,224
train,../Data/Qazvin/2/262_5.00.npy,True,214
test,../Data/Kerman/0/afzali/50_3.00.npy,False,265
train,../Data/Baghiat/1/++/60_1.25.npy,True,67
train,../Data/Rasoul/1/clinical/337_2.00.npy,True,33
train,../Data/Rasoul/1/clinical/205_2.00.npy,True,147
train,../Data/TRC/0/81_3.75.npy,False,145
test,../Data/Rasoul/1/clinical/577_3.00.npy,True,176
train,../Data/Rasoul/1/new_data_pcr+/109_2.00.npy,True,139
train,../Data/TRC/0/388_5.00.npy,False,173
train,../Data/TRC/0/323_2.50.npy,False,121
train,../Data/Rasoul/1/clinical/102_2.00.npy,True,99
test,../Data/Rasoul/1/clinical/445_2.00.npy,True,38
test,../Data/Kerman/2/abn/92_3.00.npy,True,48
train,../Data/TRC/0/142_5.00.npy,False,208
train,../Data/Baghiat/1/++/0_1.25.npy,True,124
train,../Data/Rasoul/1/clinical/240_7.50.npy,True,107
train,../Data/Qazvin/2/274_5.00.npy,True,126
train,../Data/TRC/0/60_2.50.npy,False,61
test,../Data/Qazvin/2/266_5.00.npy,True,193
train,../Data/Rasoul/1/clinical/538_7.00.npy,True,133
train,../Data/Baghiat/1/++/68_1.25.npy,True,143
val,../Data/TRC/0/295_2.50.npy,False,58
train,../Data/Rasoul/1/new_data_pcr+/67_2.00.npy,True,174
val,../Data/Rasoul/1/clinical/50_2.00.npy,True,38
train,../Data/TRC/0/386_5.00.npy,False,271
train,../Data/Rasoul/1/clinical/348_2.00.npy,True,131
val,../Data/TRC/0/98_5.00.npy,False,135
train,../Data/Kerman/2/abn/106_3.00.npy,True,212
train,../Data/TRC/0/360_1.25.npy,False,67
test,../Data/Rasoul/1/new_data_pcr+/4_2.00.npy,True,39
train,../Data/Qazvin/2/268_5.00.npy,True,356
train,../Data/Rasoul/1/clinical/307_7.00.npy,True,153
train,../Data/Qazvin/2/273_5.00.npy,True,235
train,../Data/Kerman/0/afzali/34_3.00.npy,False,68
train,../Data/Rasoul/1/clinical/136_2.00.npy,True,113
val,../Data/Rasoul/1/clinical/47_2.00.npy,True,151
test,../Data/Rasoul/1/new_data_pcr+/79_7.50.npy,True,131
train,../Data/TRC/0/278_2.50.npy,False,62
val,../Data/Qazvin/2/61_5.00.npy,True,120
train,../Data/Kerman/2/abn/208_3.00.npy,True,51
train,../Data/Rasoul/1/clinical/367_7.00.npy,True,41
train,../Data/Rasoul/1/clinical/236_5.00.npy,True,139
train,../Data/TRC/0/429_5.00.npy,False,121
train,../Data/TRC/0/395_2.50.npy,False,27
train,../Data/Rasoul/1/clinical/242_2.00.npy,True,120
train,../Data/Rasoul/1/clinical/289_2.00.npy,True,105
train,../Data/TRC/0/179_1.25.npy,False,131
train,../Data/Qazvin/2/12_5.00.npy,True,184
train,../Data/TRC/0/28_5.00.npy,False,131
train,../Data/Rasoul/1/clinical/514_3.00.npy,True,131
train,../Data/Rasoul/1/clinical/36_3.00.npy,True,101
test,../Data/Baghiat/1/++/72_1.25.npy,True,113
train,../Data/Qazvin/2/198_5.00.npy,True,23
train,../Data/TRC/0/202_2.50.npy,False,111
train,../Data/Qazvin/2/70_5.00.npy,True,63
train,../Data/Rasoul/1/clinical/97_2.00.npy,True,144
train,../Data/Kerman/0/bahonar/29_5.00.npy,False,131
test,../Data/Rasoul/1/clinical/504_2.00.npy,True,127
test,../Data/Qazvin/2/213_5.00.npy,True,58
train,../Data/Rasoul/1/clinical/14_7.50.npy,True,168
train,../Data/TRC/0/35_1.25.npy,False,18
train,../Data/Rasoul/1/clinical/185_2.00.npy,True,37
train,../Data/Baghiat/1/++/43_1.25.npy,True,134
train,../Data/Rasoul/1/clinical/340_7.50.npy,True,126
test,../Data/Rasoul/1/clinical/344_7.50.npy,True,36
train,../Data/Rasoul/1/new_data_pcr+/116_7.00.npy,True,124
train,../Data/Qazvin/2/42_5.00.npy,True,53
train,../Data/TRC/0/412_5.00.npy,False,25
train,../Data/Rasoul/1/clinical/469_7.00.npy,True,82
val,../Data/Rasoul/1/clinical/457_2.00.npy,True,116
train,../Data/Rasoul/1/new_data_pcr+/140_7.50.npy,True,31
test,../Data/Rasoul/1/clinical/60_3.00.npy,True,128
test,../Data/Rasoul/1/clinical/408_2.00.npy,True,29
train,../Data/Rasoul/1/new_data_pcr+/75_7.50.npy,True,214
train,../Data/TRC/0/47_5.00.npy,False,62
test,../Data/Rasoul/1/clinical/453_3.00.npy,True,26
train,../Data/Qazvin/2/15_5.00.npy,True,51
train,../Data/TRC/0/201_5.00.npy,False,61
test,../Data/Baghiat/1/++/47_1.25.npy,True,120
val,../Data/Qazvin/2/212_5.00.npy,True,225
test,../Data/Baghiat/1/++/24_5.00.npy,True,40
train,../Data/Qazvin/2/26_5.00.npy,True,178
test,../Data/Rasoul/1/clinical/199_7.50.npy,True,32
train,../Data/Rasoul/1/clinical/327_2.00.npy,True,43
train,../Data/Rasoul/1/clinical/478_2.00.npy,True,155
train,../Data/Kerman/0/bahonar/48_5.00.npy,False,173
train,../Data/Kerman/0/bahonar/65_1.50.npy,False,32
train,../Data/Baghiat/1/++/58_5.00.npy,True,36
train,../Data/Rasoul/1/clinical/125_7.50.npy,True,32
train,../Data/Rasoul/1/new_data_pcr+/125_3.00.npy,True,144
train,../Data/Kerman/0/afzali/103_3.00.npy,False,57
train,../Data/Baghiat/1/++/1_2.50.npy,True,37
train,../Data/Baghiat/1/++/118_1.25.npy,True,62
train,../Data/Kerman/2/abn/88_3.00.npy,True,184
train,../Data/Rasoul/1/clinical/128_7.50.npy,True,37
val,../Data/Kerman/0/bahonar/82_5.00.npy,False,59
train,../Data/Rasoul/1/clinical/27_2.00.npy,True,45
test,../Data/Kerman/2/abn/130_3.00.npy,True,65
test,../Data/Kerman/0/bahonar/77_5.00.npy,False,135
train,../Data/Kerman/2/abn/157_3.00.npy,True,29
train,../Data/Rasoul/1/clinical/342_7.50.npy,True,128
train,../Data/Kerman/0/bahonar/113_5.00.npy,False,185
test,../Data/TRC/0/271_5.00.npy,False,234
train,../Data/Rasoul/1/clinical/499_2.00.npy,True,135
train,../Data/Rasoul/1/new_data_pcr+/46_7.00.npy,True,52
train,../Data/Kerman/2/abn/80_3.00.npy,True,214
train,../Data/Rasoul/1/clinical/286_7.00.npy,True,30
train,../Data/TRC/0/63_2.50.npy,False,69
train,../Data/Rasoul/1/clinical/331_7.50.npy,True,38
test,../Data/Rasoul/1/clinical/373_7.00.npy,True,113
train,../Data/Baghiat/1/++/54_2.50.npy,True,128
test,../Data/Qazvin/2/68_5.00.npy,True,237
test,../Data/Qazvin/2/78_5.00.npy,True,54
val,../Data/Rasoul/1/clinical/273_7.00.npy,True,67
val,../Data/TRC/0/54_2.50.npy,False,61
test,../Data/Rasoul/1/clinical/59_2.00.npy,True,37
test,../Data/TRC/0/351_5.00.npy,False,227
train,../Data/Qazvin/2/32_5.00.npy,True,67
test,../Data/Rasoul/1/clinical/217_7.50.npy,True,43
train,../Data/Kerman/2/abn/62_3.00.npy,True,56
train,../Data/Kerman/2/abn/126_3.00.npy,True,42
train,../Data/Qazvin/2/169_5.00.npy,True,187
train,../Data/Rasoul/1/clinical/81_7.00.npy,True,37
train,../Data/TRC/0/68_5.00.npy,False,219
train,../Data/TRC/0/115_5.00.npy,False,48
